StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
7175	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7193	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7204	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7219	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7237	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7255	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7284	29	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7300	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7319	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7341	22	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7358	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7373	15	0.0	0.12	140.31857286139024	46.038225399369736	2.3099999427795406	0.0	0.0	140.319	46.038	2.305	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7403	29	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.307	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7423	19	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.309	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7437	14	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.309	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7460	23	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.31	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7474	13	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.31	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7489	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.305	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7505	16	0.0	0.12	140.31857286139024	46.038225399369736	2.2999999523162846	0.0	0.0	140.319	46.038	2.303	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7534	29	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.302	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7551	17	0.0	0.12	140.31857286139024	46.038225399369736	2.3099999427795406	0.0	0.0	140.319	46.038	2.306	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7561	10	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.303	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7572	10	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.306	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7592	20	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.308	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7604	12	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.309	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7624	20	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.309	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7653	29	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.305	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7667	14	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.302	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7681	13	0.0	0.12	140.31857286139024	46.038225399369736	2.3099999427795406	0.0	0.0	140.319	46.038	2.306	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
7702	20	0.0	0.12	140.31857286139024	46.038225399369736	2.309999942779541	0.0	0.0	140.319	46.038	2.308	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
