StartDeltaMS	LastScanDeltaMS	Left Output Current	Right Output Current	Pose X	Pose Y	Pose Angle	Right Actual Velocity [in/s]	Left Actual Velocity [in/s]	kalman X	kalman Y	kalman Theta	kalman Vr	kalman Vl	Cov(X,X)	Cov(X,Y)	Cov(X,Theta)	Cov(X,Vr)	Cov(X,Vl)	Cov(Y,X)	Cov(Y,Y)	Cov(Y,Theta)	Cov(Y,Vr)	Cov(Y,Vl)	Cov(Theta,X)	Cov(Theta,Y)	Cov(Theta,Theta)	Cov(Theta,Vr)	Cov(Theta,Vl)	Cov(Vr,X)	Cov(Vr,Y)	Cov(Vr,Theta)	Cov(Vr,Vr)	Cov(Vr,Vl)	Cov(Vl,X)	Cov(Vl,Y)	Cov(Vl,Theta)	Cov(Vl,Vr)	Cov(Vl,Vl)	Elevator: Target Position [in]	Elevator: Postion [in]	Elevator: Velocity [in/sec]	Elevator: AccelNu [in/sec^2]	Elevator: At Target Position?	Elevator: Scale Height Bump Amount:	State: Elevator	Infeed: Left Target Arm Position	Infeed: Right Target Arm Position	Infeed: L Position	Infeed: R Position:	Infeed: L/R Arms Homed?	State: Infeed	Carriage: LimitSwitch	Carriage: VBus Cmd	State: Carriage	Climber: Current	
4928	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4943	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4959	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
4971	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5004	32	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5023	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5043	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5064	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5084	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5100	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5140	39	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5159	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.001	-0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5308	26	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.001	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5324	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5344	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5364	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5384	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5408	24	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5438	29	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5452	13	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5463	10	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5480	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5501	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5520	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5546	26	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5560	14	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5572	12	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5593	21	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5604	11	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5624	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5639	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5666	26	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5685	18	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5705	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5728	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5748	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5765	17	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5807	40	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5826	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5846	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5867	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5888	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5904	15	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5934	30	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5947	13	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5964	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
5988	23	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6004	16	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6018	13	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6032	14	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.003	-0.003	0.009	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6066	33	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.01	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6085	19	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
6105	20	0.0	0.12	140.31857286139024	46.038225399369736	2.299999952316284	0.0	0.0	140.319	46.038	2.3	-0.002	-0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	true	0.0	N/A in 2019	0.0	0.0	8.363636363636363	5.636363636363637	true / true	N/A for 2019	false	0.5	STOPPED	0.0	
